n_ton, exact_exp_homo_b, simple_exp_homo_b
247, 1.5191259562978148, 1.525225
251, 1.5688284414220708, 1.5750250000000001
249, 1.5438771938596927, 1.5500249999999998
250, 1.5563278163908192, 1.5625000000000002
248, 1.5314765738286913, 1.5375999999999999
253, 1.593979698984949, 1.6002249999999998
252, 1.5813790689534477, 1.5876000000000001
254, 1.6066303315165757, 1.6129
257, 1.644882244112206, 1.651225
255, 1.6193309665483275, 1.6256249999999997
256, 1.6320816040802044, 1.6384
258, 1.657732886644332, 1.6641
259, 1.670633531676584, 1.677025
260, 1.6835841792089603, 1.69
261, 1.696584829241462, 1.7030250000000002
263, 1.7227361368068401, 1.729225
262, 1.7096354817740884, 1.7161000000000002
264, 1.7358867943397165, 1.7424
267, 1.775638781939097, 1.7822250000000002
265, 1.7490874543727186, 1.755625
266, 1.762338116905845, 1.7689
268, 1.7889894494724734, 1.7956000000000003
270, 1.8158407920396018, 1.8224999999999998
269, 1.8023901195059742, 1.8090249999999999
272, 1.84289214460723, 1.8496
271, 1.8293414670733537, 1.8360249999999998
275, 1.8838441922096107, 1.890625
273, 1.8564928246412322, 1.8632250000000004
274, 1.870143507175359, 1.8769000000000002
277, 1.9113955697784886, 1.9182249999999998
278, 1.9252462623131155, 1.9320999999999997
279, 1.9391469573478672, 1.9460250000000003
281, 1.9670983549177459, 1.9740250000000001
280, 1.9530976548827446, 1.9600000000000002
283, 1.9952497624881245, 2.0022249999999997
445, 4.939746987349368, 4.950625
282, 1.9811490574528723, 1.9881
284, 2.0094004700235018, 2.0164000000000004
285, 2.023601180059004, 2.030625
286, 2.0378518925946283, 2.0449
287, 2.052152607630382, 2.059225
288, 2.066503325166258, 2.0736
291, 2.1098554927746385, 2.117025
289, 2.0809040452022596, 2.088025
290, 2.095354767738387, 2.1025
292, 2.1244062203110152, 2.1316
293, 2.1390069503475164, 2.146225
297, 2.1979098954947744, 2.2052250000000004
295, 2.168358417920896, 2.1756249999999997
296, 2.1831091554577737, 2.1904000000000003
294, 2.1536576828841434, 2.1609
465, 5.3942697134856745, 5.405625000000001
298, 2.2127606380319023, 2.2201
299, 2.2276613830691527, 2.235025
301, 2.257612880644032, 2.2650249999999996
302, 2.2726636331816588, 2.2801
300, 2.24261213060653, 2.25
303, 2.287764388219411, 2.295225
468, 5.464173208660432, 5.4756
474, 5.605330266513326, 5.6169
304, 2.3029151457572876, 2.3104
306, 2.3333666683334164, 2.3409
305, 2.318115905795289, 2.325625
307, 2.3486674333716686, 2.3562250000000002
309, 2.379418970948547, 2.387025
470, 5.511025551277563, 5.5225
308, 2.364018200910045, 2.3716
310, 2.394869743487175, 2.4025
311, 2.410370518525927, 2.4180249999999996
315, 2.4728736436821848, 2.4806250000000003
480, 5.748287414370718, 5.76
313, 2.4415220761038046, 2.449225
478, 5.700435021751087, 5.7121
312, 2.4259212960648036, 2.4335999999999998
314, 2.4571728586429336, 2.4648999999999996
317, 2.5044252212610627, 2.512225
316, 2.48862443122156, 2.4964000000000004
473, 5.581679083954198, 5.593225
318, 2.52027601380069, 2.5281000000000002
320, 2.552127606380319, 2.56
479, 5.724336216810839, 5.736025
319, 2.536176808840442, 2.544025
321, 2.5681284064203207, 2.5760249999999996
322, 2.584179208960449, 2.5921
323, 2.6002800140007003, 2.6082250000000005
481, 5.772288614430722, 5.784025
324, 2.6164308215410768, 2.6243999999999996
327, 2.6651832591629585, 2.6732250000000004
326, 2.648882444122205, 2.6568999999999994
325, 2.6326316315815794, 2.6406250000000004
328, 2.6815340767038345, 2.6896000000000004
329, 2.697934896744837, 2.706025
331, 2.730886544327216, 2.739025
330, 2.7143857192859637, 2.7225
332, 2.7474373718685934, 2.7556
333, 2.764038201910096, 2.7722250000000006
337, 2.8309415470773533, 2.839225
335, 2.7973898694934736, 2.8056250000000005
336, 2.814140707035351, 2.8223999999999996
334, 2.7806890344517217, 2.7889
338, 2.8477923896194812, 2.8560999999999996
339, 2.864693234661734, 2.8730249999999997
340, 2.8816440822041107, 2.89
341, 2.898644932246612, 2.9070249999999995
343, 2.932796639831993, 2.9412249999999998
342, 2.9156957847892393, 2.9241
344, 2.9499474973748683, 2.9584
345, 2.9671483574178708, 2.9756250000000004
346, 2.9843992199609977, 2.9928999999999997
347, 3.00170008500425, 3.010225
348, 3.0190509525476266, 3.0275999999999996
352, 3.088954447722386, 3.0976000000000004
488, 5.941697084854243, 5.953600000000001
483, 5.820441022051101, 5.832225
370, 3.413420671033552, 3.4224999999999994
372, 3.4504725236261806, 3.459599999999999
371, 3.431921596079804, 3.4410250000000002
373, 3.4690734536726837, 3.4782249999999997
484, 5.844592229611479, 5.8564
374, 3.48772438621931, 3.4969000000000006
375, 3.506425321266063, 3.515625
376, 3.5251762588129405, 3.5344
377, 3.5439771988599436, 3.5532249999999994
379, 3.5817290864543234, 3.5910250000000006
378, 3.5628281414070715, 3.5721
385, 3.6961848092404623, 3.705625
380, 3.6006800340017002, 3.61
381, 3.6196809840492024, 3.6290250000000004
386, 3.7154357717885893, 3.7249000000000008
382, 3.6387319365968303, 3.6481
384, 3.676983849192459, 3.6863999999999995
383, 3.657832891644582, 3.667225
391, 3.812440622031102, 3.8220250000000004
387, 3.7347367368368425, 3.7442249999999997
388, 3.75408770438522, 3.7636000000000003
389, 3.773488674433722, 3.783025
390, 3.792939646982347, 3.8025
396, 3.9106955347767394, 3.9204000000000008
397, 3.9304965248262413, 3.9402250000000003
392, 3.8319915995799803, 3.8415999999999997
395, 3.890944547227362, 3.9006250000000002
398, 3.9503475173758686, 3.9601
393, 3.8515925796289814, 3.8612250000000006
399, 3.9702485124256217, 3.9800249999999995
394, 3.8712435621781087, 3.8808999999999996
401, 4.010200510025502, 4.0200249999999995
403, 4.050352517625881, 4.060225
400, 3.9901995099754983, 4.0
404, 4.070503525176258, 4.0804
402, 4.030251512575631, 4.0401
405, 4.090704535226761, 4.100625
406, 4.11095554777739, 4.1209
407, 4.131256562828142, 4.141225
410, 4.192459622981148, 4.202500000000001
411, 4.2129606480324, 4.223025
408, 4.151607580379019, 4.161600000000001
409, 4.17200860043002, 4.182024999999999
412, 4.233511675583778, 4.243600000000001
413, 4.254112705635281, 4.264225000000001
414, 4.27476373818691, 4.2849
416, 4.31621581079054, 4.3264
487, 5.917345867293364, 5.929225000000001
418, 4.357867893394668, 4.368099999999999
415, 4.295464773238662, 4.305625000000001
420, 4.399719985999299, 4.41
419, 4.378768938446923, 4.389025
421, 4.4207210360518, 4.431025
423, 4.462873143657183, 4.473224999999999
422, 4.441772088604432, 4.452100000000001
486, 5.893044652232613, 5.9049
425, 4.505225261263061, 4.515625000000001
426, 4.5264763238161905, 4.5369
424, 4.484024201210061, 4.4944
429, 4.59052952647632, 4.601025
427, 4.547777388869445, 4.558225
428, 4.5691284564228205, 4.579599999999999
431, 4.633481674083705, 4.644025
433, 4.676633831691586, 4.687225
434, 4.698284914245713, 4.7089
432, 4.655032751637583, 4.6656
435, 4.719985999299964, 4.730625
437, 4.7635381769088445, 4.774225000000001
436, 4.741737086854341, 4.7524
439, 4.807290364518225, 4.8180250000000004
438, 4.785389269463475, 4.7961
441, 4.851242562128107, 4.862025
485, 5.868793439671984, 5.880625
440, 4.829241462073106, 4.84
443, 4.895394769738489, 4.906225
442, 4.873293664683237, 4.884100000000001
444, 4.9175458772938665, 4.9284
446, 4.961998099904994, 4.972900000000001
448, 5.006650332516626, 5.0176
451, 5.074003700185009, 5.085025000000001
449, 5.029051452572628, 5.040025000000001
447, 4.984299214960748, 4.995225
450, 5.0515025751287554, 5.0625
452, 5.096554827741384, 5.1076
454, 5.141807090354517, 5.152900000000001
453, 5.11915595779789, 5.130224999999999
455, 5.16450822541127, 5.175625
457, 5.21006050302515, 5.221225
456, 5.187259362968146, 5.1984
460, 5.278763938196908, 5.289999999999999
461, 5.301765088254412, 5.3130250000000006
462, 5.3248162408120425, 5.336099999999999
458, 5.23291164558228, 5.2441
459, 5.255812790639532, 5.267025
463, 5.347917395869794, 5.359225
464, 5.371068553427671, 5.3824
469, 5.487574378718938, 5.499025
466, 5.417520876043802, 5.4289000000000005
467, 5.440822041102054, 5.452225
471, 5.534526726336316, 5.546025
472, 5.558077903895195, 5.5696
475, 5.629031451572578, 5.640625
477, 5.67658382919146, 5.688225
476, 5.652782639131958, 5.6644000000000005
482, 5.796339816990847, 5.8081
491, 6.015050752537627, 6.027024999999999
587, 8.59997999899995, 8.614225000000001
595, 8.836191809590483, 8.850624999999999
489, 5.966098304915246, 5.978025
588, 8.629331466573323, 8.6436
601, 9.01545077253863, 9.030025
586, 8.570678533926694, 8.5849
603, 9.075603780189011, 9.090225
592, 8.747237361868091, 8.761600000000001
589, 8.658732936646834, 8.673024999999999
597, 8.895744787239359, 8.910225
490, 5.990549527476374, 6.002500000000001
585, 8.541427071353565, 8.555625000000001
598, 8.925596279813991, 8.9401
591, 8.717685884294216, 8.732025
600, 8.98544927246362, 9.0
590, 8.688184409220463, 8.702499999999999
593, 8.776838841942098, 8.791224999999999
602, 9.045502275113755, 9.060099999999998
594, 8.806490324516227, 8.820900000000002
596, 8.86594329716486, 8.8804
604, 9.105755287764389, 9.1204
599, 8.955497774888743, 8.970025000000001
646, 10.417270863543175, 10.432900000000002
647, 10.449572478623931, 10.465224999999998
681, 11.577578878943944, 11.594024999999998
686, 11.748337416870843, 11.764899999999999
697, 12.128406420321017, 12.145225
708, 12.51452572628631, 12.531600000000001
714, 12.72768638431922, 12.744900000000001
711, 12.62088104405221, 12.638024999999997
715, 12.76338816940847, 12.780624999999997
716, 12.799139956997852, 12.8164
492, 6.039601980099006, 6.0516
495, 6.113555677783887, 6.125625
493, 6.064203210160509, 6.076224999999999
497, 6.163108155407771, 6.175225000000001
498, 6.187959397969902, 6.200099999999999
496, 6.1383069153457654, 6.150399999999999
494, 6.088854442722138, 6.1009
502, 6.28786439321966, 6.3001000000000005
500, 6.2378118905945295, 6.250000000000001
503, 6.3129656482824155, 6.325224999999999
505, 6.363318165908295, 6.375625000000001
499, 6.212860643032151, 6.225025
501, 6.262813140657033, 6.275025
507, 6.413870693534677, 6.4262250000000005
504, 6.338116905845293, 6.3504000000000005
506, 6.388569428471423, 6.400899999999999
508, 6.439221961098054, 6.4516
509, 6.464623231161557, 6.477025
511, 6.515575778788937, 6.528025
512, 6.541127056352817, 6.5536
517, 6.669633481674086, 6.682225000000001
513, 6.56672833641682, 6.579225
722, 13.014700735036746, 13.0321
510, 6.490074503725188, 6.502499999999999
516, 6.6438321916095795, 6.6564
514, 6.592379618980947, 6.6049
518, 6.695484774238709, 6.7081
515, 6.618080904045203, 6.630624999999999
519, 6.721386069303464, 6.734025000000001
523, 6.825491274563727, 6.838225
520, 6.747337366868344, 6.76
522, 6.799389969498476, 6.812100000000001
524, 6.851642582129107, 6.864400000000001
521, 6.7733386669333475, 6.786025
526, 6.904095204760236, 6.9169
527, 6.930396519825992, 6.943224999999999
525, 6.877843892194609, 6.890624999999999
528, 6.956747837391869, 6.9696
529, 6.9831491574578735, 6.996025
530, 7.009600480024001, 7.0225
718, 12.870793539676983, 12.8881
532, 7.0626531326566315, 7.0756
533, 7.089254462723136, 7.102225
531, 7.036101805090257, 7.049025
536, 7.169358467923396, 7.182400000000001
534, 7.115905795289765, 7.128900000000001
535, 7.142607130356516, 7.155625
537, 7.196159807990398, 7.209225
539, 7.24991249562478, 7.263025000000002
538, 7.223011150557529, 7.2360999999999995
542, 7.330916545827291, 7.344099999999999
540, 7.27686384319216, 7.289999999999999
541, 7.3038651932596625, 7.317025
543, 7.358017900895043, 7.371225000000001
544, 7.385169258462924, 7.3984
548, 7.494274713735686, 7.507600000000001
547, 7.466923346167308, 7.480224999999999
546, 7.4396219810990525, 7.452900000000001
549, 7.52167608380419, 7.535024999999999
553, 7.631781589079456, 7.645225000000001
545, 7.412370618530925, 7.425624999999999
550, 7.549127456372821, 7.5625
551, 7.576628831441572, 7.590025000000001
552, 7.604180209010451, 7.6176
557, 7.742687134356715, 7.756225
559, 7.7984399219961, 7.812025
558, 7.770538526926346, 7.784100000000001
556, 7.714885744287213, 7.728399999999999
554, 7.659432971648581, 7.672899999999999
555, 7.687134356717833, 7.7006250000000005
560, 7.826391319565979, 7.840000000000001
567, 8.023451172558628, 8.037225000000001
561, 7.854392719635982, 7.868024999999999
563, 7.910545527276361, 7.924225000000001
564, 7.9386969348467415, 7.9524
565, 7.966898344917246, 7.980625000000001
562, 7.882444122206109, 7.896100000000001
566, 7.995149757487873, 8.008899999999999
570, 8.108655432771638, 8.1225
571, 8.137156857842893, 8.151024999999999
569, 8.08020401020051, 8.094024999999998
572, 8.165708285414267, 8.1796
573, 8.194309715485776, 8.208224999999999
575, 8.251662583129159, 8.265625
568, 8.05180259012951, 8.065600000000002
576, 8.280414020701032, 8.2944
574, 8.22296114805741, 8.2369
578, 8.338066903345164, 8.3521
579, 8.366968348417418, 8.381025000000001
577, 8.309215460773034, 8.323224999999999
580, 8.395919795989801, 8.41
583, 8.483074153707683, 8.497225
581, 8.4249212460623, 8.439024999999999
584, 8.512225611280563, 8.5264
582, 8.453972698634932, 8.4681
605, 9.135956797839887, 9.150625
607, 9.196509825491276, 9.211224999999999
606, 9.166208310415518, 9.1809
608, 9.22686134306715, 9.2416
613, 9.379368968448425, 9.394225
611, 9.31821591079553, 9.333025000000001
612, 9.348767438371912, 9.3636
610, 9.287714385719285, 9.3025
616, 9.471473573678683, 9.4864
617, 9.502275113755688, 9.517225
723, 13.050802540127007, 13.068225000000002
615, 9.440722036101807, 9.455625
618, 9.533126656332819, 9.5481
619, 9.564028201410071, 9.579025
609, 9.257262863143156, 9.272025000000001
614, 9.41002050102505, 9.424900000000001
621, 9.625981299064952, 9.641025
624, 9.719285964298214, 9.734399999999999
623, 9.688134406720335, 9.703225000000002
620, 9.594979748987445, 9.61
625, 9.75048752437622, 9.765625
622, 9.657032851642576, 9.672099999999999
628, 9.84439221961098, 9.859599999999999
627, 9.813040652032603, 9.828225000000002
626, 9.78173908695435, 9.7969
629, 9.87579378968949, 9.891024999999999
633, 10.001900095004748, 10.017224999999998
630, 9.90724536226812, 9.922500000000001
721, 12.978648932446623, 12.996025
635, 10.065253262663136, 10.080625000000001
631, 9.938746937346869, 9.954025
632, 9.970298514925746, 9.985600000000002
636, 10.097004850242508, 10.112400000000001
637, 10.12880644032201, 10.144225000000002
639, 10.192559627981401, 10.208025
638, 10.160658032901651, 10.1761
719, 12.906695334766736, 12.924025000000002
640, 10.224511225561276, 10.24
641, 10.256512825641279, 10.272025000000003
648, 10.48192409620481, 10.497599999999998
642, 10.288564428221408, 10.304099999999998
643, 10.32066603330167, 10.336224999999999
645, 10.385019250962547, 10.400625
644, 10.352817640882046, 10.3684
651, 10.579278963948198, 10.595025000000001
649, 10.51432571628581, 10.530024999999998
654, 10.677083854192706, 10.692900000000002
653, 10.64443222161108, 10.660225
650, 10.546777338866946, 10.562500000000002
652, 10.611830591529579, 10.627599999999997
655, 10.70978548927446, 10.725625
720, 12.94264713235662, 12.959999999999999
656, 10.742537126856345, 10.758400000000002
657, 10.77533876693835, 10.791224999999997
724, 13.086954347717384, 13.104400000000002
659, 10.841092054602731, 10.857025
663, 10.973198659932997, 10.989225
661, 10.907045352267614, 10.923025000000003
658, 10.808190409520472, 10.8241
662, 10.940097004850244, 10.9561
660, 10.87404370218511, 10.89
668, 11.139456972848642, 11.1556
669, 11.172858642932141, 11.189025
664, 11.006350317515878, 11.0224
667, 11.106105305265265, 11.122224999999998
665, 11.039551977598881, 11.055625000000003
666, 11.072803640182007, 11.088900000000002
670, 11.206310315515775, 11.222500000000002
671, 11.239811990599533, 11.256025000000003
672, 11.27336366818341, 11.289599999999998
674, 11.34061703085154, 11.3569
673, 11.306965348267411, 11.323225
675, 11.374318715935798, 11.390625000000002
676, 11.40807040352017, 11.424399999999999
678, 11.475723786189315, 11.492099999999999
680, 11.543577178858945, 11.56
677, 11.44187209360468, 11.458224999999999
679, 11.509625481274066, 11.526025
683, 11.645732286614331, 11.662225
682, 11.611630581529072, 11.628099999999998
684, 11.679883994199715, 11.6964
687, 11.78263913195659, 11.799224999999998
685, 11.71408570428521, 11.730625000000003
689, 11.851392569628477, 11.868025
688, 11.816990849542478, 11.8336
692, 11.954897744887237, 11.971599999999999
690, 11.885844292214605, 11.902500000000002
694, 12.024151207560372, 12.0409
691, 11.92034601730086, 11.937024999999998
693, 11.989499474973753, 12.006225
695, 12.058852942647134, 12.075625000000002
699, 12.198159907995398, 12.215025
701, 12.268113405670283, 12.285024999999997
700, 12.233111655582782, 12.250000000000002
696, 12.093604680234009, 12.110399999999998
698, 12.163258162908145, 12.180100000000001
703, 12.338266913345663, 12.355225
705, 12.408620431021554, 12.425624999999997
702, 12.303165158257906, 12.3201
707, 12.479173958697935, 12.496224999999999
704, 12.373418670933546, 12.390400000000001
706, 12.44387219360968, 12.460899999999999
709, 12.549927496374817, 12.567025000000001
710, 12.585379268963448, 12.6025
712, 12.656432821641086, 12.673599999999999
713, 12.692034601730088, 12.709225
717, 12.834941747087353, 12.852225
729, 13.268463423171163, 13.286025000000002
725, 13.123156157807896, 13.140624999999998
727, 13.195709785489274, 13.213225
726, 13.159407970398519, 13.176899999999998
731, 13.34141707085354, 13.359024999999999
730, 13.304915245762286, 13.322499999999998
733, 13.414570728536427, 13.432225000000003
728, 13.232061603080155, 13.249600000000001
732, 13.377968898444921, 13.3956
734, 13.451222561128056, 13.468900000000003
744, 13.820491024551226, 13.838399999999996
739, 13.635231761588084, 13.653024999999998
737, 13.561478073903697, 13.579225000000001
752, 14.119505975298768, 14.1376
748, 13.969598479923999, 13.987600000000002
