chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
180,7,62,58,2,0.5498126934254786,0.178672429696097,0.9351685941302011,0.24350383556589597,0.24350383556589597
181,20,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
182,13,184,168,8,0.9846921863831846,0.15095629574453504,0.5287776650432408,0.6221786307012941,0.9999999999999999
183,10,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
183,13,259,233,13,0.5716175933743941,0.06877174370153101,0.18448999320038484,0.8842817505011461,0.32868898117377165
184,18,201,181,10,0.9993852892740352,0.13892584461293817,0.5763193857942035,0.5626064588187345,0.9999999999999999
186,18,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
191,18,243,209,17,0.8027080127998825,0.08946089260836051,0.7988525400940105,0.29060835251434963,0.4616071529715248
192,23,26,26,0,0.9169149158673642,0.8482302183936231,0.8482302183936231,1.0,1.0
194,6,285,215,35,0.0007245327576489453,0.00014477695659180162,0.9998982778769537,0.00024649907963788023,0.0003877489898664102
195,4,138,130,4,0.9322367877762475,0.19387591167465526,0.479991788323931,0.7138841233507242,0.9999999999999999
197,3,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
198,18,81,77,2,0.9580531233523033,0.2721582139020195,0.7823906589631872,0.48976755493883234,0.6745761570869716
199,26,82,82,0,0.4009558960065351,0.17700792639305907,0.17700792639305907,0.9999999999999999,0.40553763349055744
201,1,711,465,123,0.8968842310813134,0.04984416073595935,0.351919540788502,0.697924619947457,0.6789793358503858
201,26,78,76,1,0.907900452446612,0.34100396516004683,0.5506254502367856,0.790378514923261,0.9999999999999997
202,26,84,84,0,0.3824981829218474,0.16210410283842605,0.16210410283842605,1.0,0.413209716201564
203,13,659,461,99,0.3913208291185635,0.022954028099261007,0.09941221405227499,0.923541814046986,0.19745670085966818
211,16,326,266,30,0.7289012075519881,0.06443180506169223,0.8239985625069315,0.24043324255476095,0.4176422929689684
211,21,326,266,30,0.7289012075519881,0.06443180506169223,0.8239985625069315,0.24043324255476095,0.4176422929689684
212,23,76,72,2,0.8907735141425213,0.255395487504746,0.8329761058426743,0.42241938166207166,0.6497649441993414
213,25,145,121,12,0.006546304438541331,0.0026508543516558752,0.9988181794107768,0.0038326749408790846,0.0038326749408790846
215,10,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
215,14,249,221,14,0.909626685484749,0.10921175654180312,0.4017496130213588,0.707462143520444,0.7721028360407233
216,16,63,59,2,0.5795078885089611,0.1850760225744322,0.929821328432382,0.2552546941420502,0.2552546941420502
217,2,95,93,1,0.6801222174447501,0.23637393078147584,0.3322999246394902,0.9040740061419856,0.7212768258315453
217,3,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
219,5,294,258,18,0.6608681705187055,0.07043295332813318,0.22351030340050293,0.8469226499276303,0.4485898870709608
219,15,825,509,158,0.2842013517244817,0.015191194460603078,0.0659507740471839,0.9492404204134196,0.11790835869161284
223,20,442,362,40,0.267509349152822,0.02028174164556145,0.06284508135062322,0.9574366602949378,0.11831539531764956
225,11,59,57,1,0.9897830436224777,0.37616406942082753,0.7903622615826271,0.5858018078382006,0.5858018078382006
226,4,15,15,0,0.9718520782202444,0.9484901534392025,0.9484901534392025,1.0,1.0
231,10,55,53,1,0.9593157191942632,0.3658179671408135,0.8318971549054055,0.5339208122354079,0.5339208122354079
234,10,44,42,1,0.7500826887538975,0.30474976133191367,0.921336487747646,0.3834132735842677,0.3834132735842677
235,15,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
237,8,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
241,13,24,24,0,0.9288949647724943,0.8696677307437352,0.8696677307437352,0.9999999999999999,0.9999999999999999
242,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
242,9,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
242,13,59,49,5,3.0324016051552424e-05,0.0010251518327410163,0.9998846772273717,0.0011404746053693194,0.0011404746053693194
243,22,39,39,0,0.8205646814186629,0.6853700658321079,0.6853700658321079,1.0,1.0
248,10,33,31,1,0.3658313837015748,0.2085334052895003,0.9731558913510013,0.23537751393849896,0.23537751393849896
254,6,76,74,1,0.9288949647724943,0.35023505580065867,0.5775806183379284,0.7726544374627303,1.0
254,6,34,34,0,0.8611029746459657,0.7517945541651972,0.7517945541651972,0.9999999999999999,0.9999999999999999
254,22,240,218,11,0.5955187355304263,0.07696140892945158,0.1987126098605675,0.8782487990688842,0.36985093085562204
256,13,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
258,19,137,121,8,0.260889783095245,0.04905647187880779,0.9635918826635991,0.0854645892152087,0.1283702232847393
259,2,117,109,4,0.9464689827206294,0.1978564555438864,0.7525427192314855,0.44531373631240084,0.7700263049075482
260,14,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
262,8,8,8,0,0.9919680438685891,0.9860455489387389,0.9860455489387389,0.9999999999999999,0.9999999999999999
263,7,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
265,12,23,23,0,0.9345664769544622,0.8799043519346799,0.8799043519346799,1.0,1.0
265,18,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
267,2,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
267,11,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
267,17,24,24,0,0.9288949647724943,0.8696677307437352,0.8696677307437352,0.9999999999999999,0.9999999999999999
268,11,7,7,0,0.9938508825359385,0.9895210367748775,0.9895210367748775,1.0,1.0
268,24,150,148,1,0.10836802322189579,0.015551173623916168,0.017919683468024028,0.9976314901558923,0.036361821477478795
269,14,52,52,0,0.7002722969814618,0.506311755251036,0.506311755251036,1.0,1.0
271,10,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
271,25,24,24,0,0.9288949647724943,0.8696677307437352,0.8696677307437352,0.9999999999999999,0.9999999999999999
271,26,77,77,0,0.44858148441000345,0.21836517649109893,0.21836517649109893,1.0,0.3949464901392466
272,9,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
273,3,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
273,19,271,231,20,0.9066712786462889,0.09390389999425072,0.7289354192267545,0.364968480767496,0.6848267081705814
274,12,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
274,16,106,106,0,0.2088564135838493,0.05292018824500571,0.05292018824500571,0.9999999999999999,0.10642203751770526
274,22,106,106,0,0.2088564135838493,0.05292018824500571,0.05292018824500571,0.9999999999999999,0.10642203751770526
279,13,24,24,0,0.9288949647724943,0.8696677307437352,0.8696677307437352,0.9999999999999999,0.9999999999999999
279,25,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
280,2,30,30,0,0.8905175350118392,0.8019056001501963,0.8019056001501963,0.9999999999999999,0.9999999999999999
280,14,29,29,0,0.8974110804933898,0.8138805035509974,0.8138805035509974,1.0,1.0
282,25,14,14,0,0.9754595015030865,0.9552238563540852,0.9552238563540852,1.0,1.0
283,12,20,20,0,0.9502642240019056,0.9085213302945229,0.9085213302945229,1.0,1.0
283,14,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
287,6,13,13,0,0.9788250785711123,0.9615145909703989,0.9615145909703989,1.0,1.0
288,20,178,160,9,0.9152559357255545,0.13357408097127885,0.7452356572913688,0.38833842367991,0.6945673954859313
290,12,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
293,15,96,86,5,0.1754471593164944,0.04946228835453508,0.9776539705397473,0.07180831781478769,0.07180831781478769
297,10,92,90,1,0.7237134406435635,0.2566151496831652,0.3680643475149842,0.8885508021681808,0.7176528366810228
298,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
304,4,32,32,0,0.8761688601308331,0.7772608742608647,0.7772608742608647,1.0000000000000002,1.0000000000000002
307,26,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
311,3,894,506,194,0.7587172555780584,0.039187033883355156,0.2535506981438647,0.7856363357394902,0.4819490234667234
311,25,124,114,5,0.8207317916092425,0.1573165346265606,0.8251622791116521,0.33215425551490846,0.580296298251427
312,4,8,8,0,0.9919680438685891,0.9860455489387389,0.9860455489387389,0.9999999999999999,0.9999999999999999
312,7,73,61,6,0.0001494752990899731,0.0011764148793472408,0.9998145941656107,0.0013618207137364494,0.0013618207137364494
314,22,930,492,219,0.9396825292743674,0.0473570061800931,0.6672316946903115,0.3801253114897811,0.7506242635180684
317,18,17,17,0,0.9639199330844024,0.9337314092786754,0.9337314092786754,1.0,1.0
317,20,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
317,23,38,38,0,0.8289797476047577,0.69890648085374,0.69890648085374,0.9999999999999998,0.9999999999999998
320,25,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
321,12,43,43,0,0.7855325928010027,0.6304389882944557,0.6304389882944557,1.0,1.0
323,14,542,434,54,0.007892242816290574,0.00046351795859437953,0.001060584699824438,0.9994029332587699,0.0017849636292009735
324,10,162,148,7,0.9827603962287408,0.1598112572275406,0.67609496616476,0.48371629106278063,0.8308217294852968
326,11,373,301,36,0.9683015818318181,0.07921637814363848,0.6501804093968437,0.42903596874679484,0.8347361986640969
326,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
330,5,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
331,18,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
333,25,22,22,0,0.9400207889201649,0.8898010266496916,0.8898010266496916,1.0,1.0
334,7,325,267,29,0.8339229820072109,0.07439392946738435,0.7714253718737714,0.3029685575936128,0.5608560887080161
334,21,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
335,8,18,18,0,0.9595997956776657,0.9257266518617628,0.9257266518617628,1.0,1.0
336,15,208,172,18,0.05121091589594576,0.008161752508057427,0.9932619806357289,0.014899771872328616,0.02523411851448458
338,26,479,375,52,0.6485328627882956,0.04632330165580807,0.2044076321418777,0.8419156695139305,0.3857836257626377
339,2,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
339,20,299,265,17,0.41259317809454565,0.043456930851601114,0.11464093585830896,0.928815994993292,0.21380048582510192
339,24,25,25,0,0.9230098561715767,0.8591049647832849,0.8591049647832849,1.0,1.0
342,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
344,20,23,23,0,0.9345664769544622,0.8799043519346799,0.8799043519346799,1.0,1.0
346,23,295,259,18,0.640071135025464,0.06809068231507551,0.21285866098628353,0.8552320213287918,0.3812017995949515
346,23,9,9,0,0.9898352698344185,0.9820855266538443,0.9820855266538443,1.0,1.0
347,18,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
353,16,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
354,13,121,115,3,0.9347598585461483,0.220835022799754,0.5004453813081216,0.7203896414916325,1.0000000000000002
355,13,11,11,0,0.9848235826801348,0.972733369857646,0.972733369857646,1.0,1.0
355,15,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
358,2,603,405,99,0.4774719284064932,0.027876444355693468,0.9040292657077523,0.12384717864794131,0.22972168746313099
360,10,13,13,0,0.9788250785711123,0.9615145909703989,0.9615145909703989,1.0,1.0
360,23,17,17,0,0.9639199330844024,0.9337314092786754,0.9337314092786754,1.0,1.0
361,22,52,52,0,0.7002722969814618,0.506311755251036,0.506311755251036,1.0,1.0
361,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
362,24,339,295,22,0.31888828599257835,0.02992632191814601,0.08036382287321982,0.9495624990449262,0.14477977631779465
364,19,46,46,0,0.7579786842543222,0.5888434034519378,0.5888434034519378,1.0,1.0
368,13,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
368,19,722,428,147,0.07324614287613176,0.0039020491359892454,0.9909847239405191,0.012917325195469816,0.023644792258191532
368,19,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
371,4,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
371,16,46,44,1,0.8027851878168446,0.31908529977631184,0.9079287032282496,0.41115659654806214,0.41115659654806214
377,4,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
377,12,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
377,23,246,218,14,0.9467021795455214,0.1137760223976232,0.4438488325855938,0.6699271898120294,0.8833487534559609
379,19,122,118,2,0.6367497725650861,0.16696708994814735,0.2688869460122095,0.8980801439359377,0.57584263249914
379,22,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
383,12,22,22,0,0.9400207889201649,0.8898010266496916,0.8898010266496916,1.0,1.0
385,16,41,41,0,0.8033116997229632,0.6580305840773341,0.6580305840773341,0.9999999999999999,0.9999999999999999
388,24,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
389,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
389,11,156,138,9,0.43953321989435534,0.06997512770770728,0.9293971228132606,0.1405780048944466,0.18727338297076113
389,15,33,33,0,0.868723138301186,0.7646224860615011,0.7646224860615011,0.9999999999999999,0.9999999999999999
392,21,206,180,13,0.7154346284839546,0.09028865156170737,0.8434607171747469,0.24682793438696057,0.39219497640484924
393,8,42,42,0,0.7944850503115629,0.6442586320879666,0.6442586320879666,1.0,1.0
394,21,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
395,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
396,5,9,9,0,0.9898352698344185,0.9820855266538443,0.9820855266538443,1.0,1.0
399,15,32,32,0,0.8761688601308331,0.7772608742608647,0.7772608742608647,1.0000000000000002,1.0000000000000002
400,17,470,366,52,0.8513725351894695,0.06099426338860054,0.3237764359643681,0.7372178274242328,0.5988558635517648
