chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_p_values,fisher_p_values
46,43,220,162,29,0.4572914483185435,0.045276569934219295
46,62,3,3,0,0.9977389989283943,0.996996996996997
47,74,3,3,0,0.9977389989283943,0.996996996996997
47,81,15,15,0,0.9436723663495923,0.898931256936619
47,83,79,73,3,0.9972609170371495,0.2421928269544031
48,67,206,172,17,0.5142608810031329,0.05955994681257266
49,16,150,126,12,0.9659897301657109,0.13065581572455945
49,29,11,11,0,0.9695466924909625,0.9459319426749386
49,64,2,2,0,0.9989964918193617,0.998998998998999
49,88,4,4,0,0.9959759253458835,0.9939970060331144
50,10,2,2,0,0.9989964918193617,0.998998998998999
50,44,412,232,90,0.6388592493647984,0.045979514269781495
50,81,67,61,3,0.86409866298709,0.2123964503864304
51,38,206,164,21,0.9982251900237875,0.10888743675032388
51,96,65,59,3,0.8079550166299961,0.20051762401412995
52,51,2,2,0,0.9989964918193617,0.998998998998999
53,16,338,218,60,0.8475233995800786,0.06629667361427977
54,43,2,2,0,0.9989964918193617,0.998998998998999
54,91,233,179,27,0.9993464314208521,0.09965005294957854
55,17,92,86,3,0.804521640603624,0.19201463250179307
56,28,21,21,0,0.8913389087836135,0.807016884152161
56,44,35,35,0,0.7197380957350241,0.5398888347491919
56,69,888,108,390,0.15802254114219935,0.027594406273496134
56,86,888,108,390,0.15802254114219935,0.027594406273496134
57,15,186,148,19,0.8812885999280141,0.09974336843820365
57,62,32,30,1,0.7802095961640141,0.31682796267334856
57,65,5,5,0,0.9937069130460606,0.9900050501855918
57,79,78,70,4,0.837401511093355,0.1820666092069217
57,82,814,148,333,0.8812885999280141,0.09974336843820365
57,83,3,3,0,0.9977389989283943,0.996996996996997
58,75,16,16,0,0.9360389202008819,0.8852419484553506
58,84,60,58,1,0.8177512181887725,0.3052293904237973
60,22,2,2,0,0.9989964918193617,0.998998998998999
61,60,744,180,282,0.47020448326229025,0.04222928809445187
61,75,25,25,0,0.8484318217991489,0.7352337209947681
62,16,86,82,2,0.6271030355078785,0.1685361700093383
62,49,2,2,0,0.9989964918193617,0.998998998998999
62,71,2,2,0,0.9989964918193617,0.998998998998999
63,29,922,76,423,0.4465371248322024,0.13638469122297697
63,85,19,19,0,0.910483249491586,0.8401008013753947
64,11,24,24,0,0.8597023617893523,0.7537690248853925
64,30,61,59,1,0.7979660221870891,0.29610442956330946
64,73,24,24,0,0.8597023617893523,0.7537690248853925
65,9,336,210,63,0.42212732724570545,0.03263436312115361
65,81,39,35,2,0.33495888077575037,0.13341111256349963
66,15,81,63,9,0.002729669413135301,0.0020379275014038665
66,29,319,243,38,0.02973227049638081,0.002461631876508078
66,35,17,17,0,0.9279563430711413,0.8708477704316865
66,47,894,78,408,0.0004001646977782174,0.0002996011122150985
66,92,283,231,26,0.008306420156047881,0.0006609935981167018
67,37,3,3,0,0.9977389989283943,0.996996996996997
67,68,257,169,44,0.036745791591750065,0.0035075664222900416
68,36,20,20,0,0.9011141994431964,0.823829735905331
68,95,13,13,0,0.9575567428969232,0.9240496937748675
70,3,14,14,0,0.9508477162390294,0.9118788264809736
70,44,3,3,0,0.9977389989283943,0.996996996996997
70,81,90,82,4,0.9996273584526931,0.2144655565781855
70,97,67,65,1,0.6727723842616469,0.23799545539578396
71,26,359,219,70,0.5578479493297179,0.04202926867595415
71,84,25,23,1,0.45134229559810113,0.23169129863280508
72,78,2,2,0,0.9989964918193617,0.998998998998999
72,80,91,77,7,0.3027025004135868,0.060528150772693814
73,26,97,77,10,0.025859844630900894,0.0077042373459595085
73,30,16,16,0,0.9360389202008819,0.8852419484553506
73,57,17,17,0,0.9279563430711413,0.8708477704316865
74,41,144,116,14,0.4197068574459254,0.05654843655491517
74,43,49,49,0,0.5149430553607843,0.29040505139291634
74,44,7,7,0,0.9876535331294505,0.9790842943970669
74,63,856,116,370,0.4197068574459254,0.05654843655491517
74,70,144,116,14,0.4197068574459254,0.05654843655491517
74,90,5,5,0,0.9937069130460606,0.9900050501855918
74,92,3,3,0,0.9977389989283943,0.996996996996997
74,93,3,3,0,0.9977389989283943,0.996996996996997
75,8,17,17,0,0.9279563430711413,0.8708477704316865
76,22,2,2,0,0.9989964918193617,0.998998998998999
76,93,7,7,0,0.9876535331294505,0.9790842943970669
77,1,4,4,0,0.9959759253458835,0.9939970060331144
77,5,11,11,0,0.9695466924909625,0.9459319426749386
77,48,2,2,0,0.9989964918193617,0.998998998998999
77,64,23,23,0,0.8706197127646045,0.7719416533679544
77,71,537,255,141,0.8487009584961434,0.061651648418613564
77,76,135,123,6,0.49143470434850756,0.08317820273836117
78,11,4,4,0,0.9959759253458835,0.9939970060331144
78,30,6,6,0,0.990932381241065,0.9850301504359155
79,18,82,76,3,0.9771391716074967,0.2372407303268096
79,80,82,76,3,0.9771391716074967,0.2372407303268096
81,87,697,219,239,0.7104858247989285,0.06177612014944741
82,11,77,71,3,0.9997505303737222,0.24275547894256225
82,11,175,159,8,0.07689174763246162,0.008835874472339595
82,71,13,13,0,0.9575567428969232,0.9240496937748675
82,91,7,7,0,0.9876535331294505,0.9790842943970669
83,9,485,229,128,0.17737055127864818,0.012177228356297929
83,11,485,229,128,0.17737055127864818,0.012177228356297929
83,54,515,229,143,0.17737055127864818,0.012177228356297929
83,71,24,22,1,0.3969569484662765,0.21807154179074248
85,64,56,54,1,0.8909692187821482,0.33853927340278744
85,69,540,258,141,0.688386875433669,0.05041427545343723
85,81,35,35,0,0.7197380957350241,0.5398888347491919
87,32,126,118,4,0.27838357142794373,0.048815479989820776
88,17,132,112,10,0.8812885999280139,0.12877318191293993
88,20,343,237,53,0.5127157809970628,0.04195687049315638
89,4,165,145,10,0.5028298509510886,0.07049761565299593
89,25,119,99,10,0.4604821881575696,0.07159701703100003
90,66,984,16,484,0.9360389202008819,0.8852419484553506
90,85,3,3,0,0.9977389989283943,0.996996996996997
91,33,89,85,2,0.5572851487431636,0.14558904305299894
92,45,267,195,36,0.9967059327838096,0.09028646234598607
92,57,733,195,269,0.9967059327838096,0.09028646234598607
92,98,267,195,36,0.9967059327838096,0.09028646234598607
93,10,2,2,0,0.9989964918193617,0.998998998998999
93,14,12,12,0,0.9637919717306709,0.9354109605016077
93,44,9,9,0,0.9795916474111371,0.9643422104399139
94,37,513,267,123,0.3070655602954324,0.022726289104168414
94,56,12,12,0,0.9637919717306709,0.9354109605016077
94,89,50,50,0,0.5003133005846101,0.27544201509612043
95,1,8,8,0,0.9838723606807993,0.9721823910125961
96,53,7,7,0,0.9876535331294505,0.9790842943970669
97,5,30,26,2,0.05859428424300472,0.05905241320088259
97,10,33,31,1,0.8156669061913179,0.32681594096876937
98,11,14,14,0,0.9508477162390294,0.9118788264809736
98,19,127,101,13,0.13784196844640312,0.02262675554885022
98,85,197,159,19,0.9934828985666252,0.11249986753174819
98,98,2,2,0,0.9989964918193617,0.998998998998999
98,99,127,101,13,0.13784196844640312,0.02262675554885022
99,47,5,5,0,0.9937069130460606,0.9900050501855918
99,49,35,35,0,0.7197380957350241,0.5398888347491919
