chrom,pos,allele_count,num_heterozygotes,num_homozygotes,chi_pr_values,fisher_pr_values,fisher_p_n_homo_leq,fisher_p_n_homo_geq,fisher_p_two_sided
287,6,12,12,0,0.9819469841920873,0.9673537484054419,0.9673537484054419,1.0000000000000002,1.0000000000000002
290,12,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
298,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
307,26,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
317,20,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
320,25,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
326,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
330,5,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
331,18,19,19,0,0.9550469769297613,0.9173194471526248,0.9173194471526248,1.0,1.0
335,8,15,15,0,0.9718520782202444,0.9484901534392025,0.9484901534392025,1.0,1.0
339,2,5,5,0,0.9968642429984811,0.995001256261581,0.995001256261581,1.0,1.0
342,16,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
346,23,3,3,0,0.998872253775306,0.9984992496248124,0.9984992496248124,1.0,1.0
360,10,10,10,0,0.9874534290355311,0.9776461646549068,0.9776461646549068,0.9999999999999999,0.9999999999999999
361,24,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
368,19,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
371,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
377,12,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
379,22,6,6,0,0.9954831099826345,0.9925075187772161,0.9925075187772161,1.0,1.0
389,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
389,15,27,27,0,0.9106140655078787,0.8370579865404143,0.8370579865404143,1.0,1.0
394,21,4,4,0,0.9979939906673919,0.9969992507520661,0.9969992507520661,1.0,1.0
395,4,2,2,0,0.9994991239782939,0.9994997498749375,0.9994997498749375,1.0,1.0
