allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
2,,22,0,0,0,0,2,0,24
18,,23,0,0,0,0,18,0,4
19,,23,0,0,0,0,19,0,11
2,,23,0,0,0,0,2,0,11
37,0.0,23,0,0,0,0,35,1,12
5,,23,0,0,0,0,5,0,14
27,0.0,23,0,0,0,0,25,1,17
8,,24,0,0,0,0,8,0,5
59,0.0,24,0,0,0,0,53,3,12
61,0.0,25,0,0,0,0,53,4,4
3,,25,0,0,0,0,3,0,6
87,0.0,25,0,0,0,0,73,7,7
5,,25,0,0,0,0,5,0,18
11,,25,0,0,0,0,11,0,21
2,,26,0,0,0,0,2,0,3
2,,26,0,0,0,0,2,0,3
31,,26,0,0,0,0,31,0,5
16,,26,0,0,0,0,16,0,15
2,,26,0,0,0,0,2,0,15
21,0.0,26,0,0,0,0,19,1,19
19,,26,0,0,0,0,19,0,19
25,0.0,27,0,0,0,0,21,2,20
3,,27,0,0,0,0,3,0,21
2,,28,0,0,0,0,2,0,1
22,,28,0,0,0,0,22,0,2
41,0.0,28,0,0,0,0,39,1,12
70,0.0,28,0,0,0,0,60,5,13
4,,28,0,0,0,0,4,0,26
10,,29,0,0,0,0,10,0,7
4,,29,0,0,0,0,4,0,21
6,,30,0,0,0,0,6,0,2
2,,30,0,0,0,0,2,0,2
15,,30,0,0,0,0,15,0,15
2,,30,0,0,0,0,2,0,18
27,0.0,30,0,0,0,0,25,1,22
27,0.0,30,0,0,0,0,23,2,25
2,,31,0,0,0,0,2,0,1
7,,31,0,0,0,0,7,0,11
52,0.0,31,0,0,0,0,50,1,18
5,,31,0,0,0,0,5,0,19
6,,32,0,0,0,0,6,0,3
7,,32,0,0,0,0,7,0,22
2,,32,0,0,0,0,2,0,22
2,,33,0,0,0,0,2,0,9
3,,33,0,0,0,0,3,0,20
2,,34,0,0,0,0,2,0,5
2,,34,0,0,0,0,2,0,5
3,,34,0,0,0,0,3,0,16
19,,34,0,0,0,0,19,0,21
27,,34,0,0,0,0,27,0,24
9,,35,0,0,0,0,9,0,10
6,0.0,35,0,0,0,0,4,1,12
4,,35,0,0,0,0,4,0,12
10,,35,0,0,0,0,10,0,15
3,,35,0,0,0,0,3,0,17
55,0.0,35,0,0,0,0,51,2,26
2,,36,0,0,0,0,2,0,18
6,,37,0,0,0,0,6,0,17
3,,37,0,0,0,0,3,0,23
4,,37,0,0,0,0,4,0,24
10,,38,0,0,0,0,10,0,8
4,,38,0,0,0,0,4,0,11
2,,38,0,0,0,0,2,0,12
11,,38,0,0,0,0,11,0,20
16,,39,0,0,0,0,16,0,6
31,,39,0,0,0,0,31,0,12
2,,39,0,0,0,0,2,0,13
5,,40,0,0,0,0,5,0,2
18,0.0,40,0,0,0,0,16,1,12
55,,40,0,0,0,0,55,0,15
3,,40,0,0,0,0,3,0,26
86,0.0,41,0,0,0,0,76,5,1
2,,41,0,0,0,0,2,0,19
16,,41,0,0,0,0,16,0,21
34,0.0,41,0,0,0,0,32,1,22
7,,42,0,0,0,0,7,0,2
10,,42,0,0,0,0,10,0,16
79,0.0,42,0,0,0,0,69,5,18
11,,42,0,0,0,0,11,0,18
8,,42,0,0,0,0,8,0,25
5,,43,0,0,0,0,5,0,1
5,,44,0,0,0,0,5,0,15
17,,44,0,0,0,0,17,0,18
19,,44,0,0,0,0,19,0,20
4,,44,0,0,0,0,4,0,22
14,,46,0,0,0,0,14,0,7
2,,46,0,0,0,0,2,0,11
41,,46,0,0,0,0,41,0,13
16,,46,0,0,0,0,16,0,14
4,,46,0,0,0,0,4,0,17
11,,46,0,0,0,0,11,0,19
18,0.0,46,0,0,0,0,16,1,21
13,,46,0,0,0,0,13,0,24
4,,47,0,0,0,0,4,0,9
11,0.0,47,0,0,0,0,9,1,10
53,0.0,47,0,0,0,0,51,1,11
22,,47,0,0,0,0,22,0,18
2,,47,0,0,0,0,2,0,18
75,0.0,47,0,0,0,0,65,5,24
7,,47,0,0,0,0,7,0,24
11,0.0,47,0,0,0,0,9,1,26
18,,48,0,0,0,0,18,0,9
129,0.0,48,0,0,0,0,107,11,11
4,,48,0,0,0,0,4,0,14
13,,48,0,0,0,0,13,0,23
2,,49,0,0,0,0,2,0,13
8,,49,0,0,0,0,8,0,20
26,,49,0,0,0,0,26,0,22
26,,49,0,0,0,0,26,0,26
18,,50,0,0,0,0,18,0,6
24,,50,0,0,0,0,24,0,9
40,,50,0,0,0,0,40,0,25
4,,51,0,0,0,0,4,0,3
4,,51,0,0,0,0,4,0,3
7,,51,0,0,0,0,7,0,6
62,,51,0,0,0,0,62,0,7
68,0.0,51,0,0,0,0,66,1,20
5,,51,0,0,0,0,5,0,24
27,,52,0,0,0,0,27,0,5
17,,52,0,0,0,0,17,0,11
6,,52,0,0,0,0,6,0,15
6,,52,0,0,0,0,6,0,19
25,,53,0,0,0,0,25,0,24
8,,54,0,0,0,0,8,0,3
57,0.0,54,0,0,0,0,51,3,13
8,,54,0,0,0,0,8,0,13
2,,54,0,0,0,0,2,0,16
9,,54,0,0,0,0,9,0,23
46,0.0,54,0,0,0,0,40,3,25
66,0.0,55,0,0,0,0,64,1,4
34,0.0,55,0,0,0,0,32,1,8
8,,55,0,0,0,0,8,0,8
3,,55,0,0,0,0,3,0,26
8,,56,0,0,0,0,8,0,14
47,0.0,56,0,0,0,0,45,1,18
79,0.0,56,0,0,0,0,65,7,20
27,0.0,57,0,0,0,0,25,1,8
9,,57,0,0,0,0,9,0,12
6,,57,0,0,0,0,6,0,16
10,,57,0,0,0,0,10,0,22
10,,57,0,0,0,0,10,0,25
5,,57,0,0,0,0,5,0,26
5,,58,0,0,0,0,5,0,3
14,,58,0,0,0,0,14,0,5
4,,58,0,0,0,0,4,0,22
8,,58,0,0,0,0,8,0,23
34,0.0,59,0,0,0,0,32,1,13
6,,59,0,0,0,0,6,0,15
75,0.0,59,0,0,0,0,69,3,19
2,,60,0,0,0,0,2,0,11
3,,60,0,0,0,0,3,0,11
16,,60,0,0,0,0,16,0,20
2,,61,0,0,0,0,2,0,11
2,,61,0,0,0,0,2,0,15
2,,61,0,0,0,0,2,0,18
4,,61,0,0,0,0,4,0,20
6,,62,0,0,0,0,6,0,12
20,,62,0,0,0,0,20,0,14
4,,62,0,0,0,0,4,0,18
58,,62,0,0,0,0,58,0,21
4,,63,0,0,0,0,4,0,13
2,,63,0,0,0,0,2,0,18
10,,63,0,0,0,0,10,0,26
29,,64,0,0,0,0,29,0,6
5,,64,0,0,0,0,5,0,12
2,,64,0,0,0,0,2,0,21
3,,66,0,0,0,0,3,0,2
4,,66,0,0,0,0,4,0,5
69,0.0,66,0,0,0,0,65,2,7
9,,66,0,0,0,0,9,0,8
47,0.0,66,0,0,0,0,45,1,11
4,,67,0,0,0,0,4,0,4
6,,67,0,0,0,0,6,0,11
5,,67,0,0,0,0,5,0,11
3,,67,0,0,0,0,3,0,22
39,,68,0,0,0,0,39,0,4
32,,68,0,0,0,0,32,0,22
30,,69,0,0,0,0,30,0,4
8,,69,0,0,0,0,8,0,8
17,,69,0,0,0,0,17,0,12
7,0.0,69,0,0,0,0,5,1,22
48,,70,0,0,0,0,48,0,1
37,,70,0,0,0,0,37,0,9
5,,70,0,0,0,0,5,0,13
2,,70,0,0,0,0,2,0,24
3,,71,0,0,0,0,3,0,2
2,,71,0,0,0,0,2,0,7
6,,71,0,0,0,0,6,0,13
5,,71,0,0,0,0,5,0,18
3,,72,0,0,0,0,3,0,4
3,,72,0,0,0,0,3,0,5
16,,72,0,0,0,0,16,0,13
4,,72,0,0,0,0,4,0,16
2,,73,0,0,0,0,2,0,8
2,,73,0,0,0,0,2,0,15
3,,73,0,0,0,0,3,0,17
19,,73,0,0,0,0,19,0,21
12,,74,0,0,0,0,12,0,14
41,0.0,74,0,0,0,0,39,1,16
10,,74,0,0,0,0,10,0,24
33,,74,0,0,0,0,33,0,25
6,,74,0,0,0,0,6,0,26
9,,75,0,0,0,0,9,0,5
8,,76,0,0,0,0,8,0,1
5,,76,0,0,0,0,5,0,5
16,,76,0,0,0,0,16,0,7
39,0.0,76,0,0,0,0,37,1,9
17,,76,0,0,0,0,17,0,15
2,,76,0,0,0,0,2,0,15
2,,76,0,0,0,0,2,0,17
4,,77,0,0,0,0,4,0,2
10,,77,0,0,0,0,10,0,11
40,,77,0,0,0,0,40,0,16
10,,77,0,0,0,0,10,0,23
4,,78,0,0,0,0,4,0,4
24,,78,0,0,0,0,24,0,11
17,,78,0,0,0,0,17,0,12
22,,78,0,0,0,0,22,0,15
4,,78,0,0,0,0,4,0,21
8,,79,0,0,0,0,8,0,5
6,,79,0,0,0,0,6,0,14
8,,79,0,0,0,0,8,0,19
10,,79,0,0,0,0,10,0,23
4,,79,0,0,0,0,4,0,26
5,,80,0,0,0,0,5,0,8
3,,80,0,0,0,0,3,0,18
6,,81,0,0,0,0,6,0,5
36,0.0,81,0,0,0,0,34,1,21
20,,82,0,0,0,0,20,0,4
20,,82,0,0,0,0,20,0,9
4,,82,0,0,0,0,4,0,20
68,0.0,83,0,0,0,0,66,1,3
98,0.0,83,0,0,0,0,90,4,16
6,,83,0,0,0,0,6,0,24
7,,84,0,0,0,0,7,0,6
15,,84,0,0,0,0,15,0,10
9,,85,0,0,0,0,9,0,7
17,,85,0,0,0,0,17,0,12
12,,86,0,0,0,0,12,0,6
4,,86,0,0,0,0,4,0,14
9,,86,0,0,0,0,9,0,20
10,,86,0,0,0,0,10,0,24
2,,86,0,0,0,0,2,0,25
43,0.0,87,0,0,0,0,41,1,3
20,0.0,87,0,0,0,0,18,1,20
2,,88,0,0,0,0,2,0,3
26,,88,0,0,0,0,26,0,8
34,,88,0,0,0,0,34,0,8
10,,88,0,0,0,0,10,0,10
5,,88,0,0,0,0,5,0,10
33,0.0,88,0,0,0,0,31,1,15
30,,88,0,0,0,0,30,0,23
9,,89,0,0,0,0,9,0,5
4,,89,0,0,0,0,4,0,13
3,,90,0,0,0,0,3,0,1
26,,90,0,0,0,0,26,0,8
14,,90,0,0,0,0,14,0,20
4,,90,0,0,0,0,4,0,22
11,,91,0,0,0,0,11,0,2
16,,91,0,0,0,0,16,0,8
11,,91,0,0,0,0,11,0,15
21,,91,0,0,0,0,21,0,18
37,0.0,92,0,0,0,0,33,2,10
25,,92,0,0,0,0,25,0,11
15,,92,0,0,0,0,15,0,13
2,,92,0,0,0,0,2,0,19
6,,93,0,0,0,0,6,0,2
18,,93,0,0,0,0,18,0,20
5,,94,0,0,0,0,5,0,9
3,,94,0,0,0,0,3,0,12
10,,94,0,0,0,0,10,0,22
6,,95,0,0,0,0,6,0,4
90,0.0,95,0,0,0,0,80,5,14
2,,95,0,0,0,0,2,0,20
7,,96,0,0,0,0,7,0,10
15,,96,0,0,0,0,15,0,19
13,,96,0,0,0,0,13,0,23
18,,97,0,0,0,0,18,0,3
20,0.0,97,0,0,0,0,18,1,17
26,0.0,97,0,0,0,0,22,2,21
2,,97,0,0,0,0,2,0,26
4,,98,0,0,0,0,4,0,9
6,,98,0,0,0,0,6,0,9
69,0.0,98,0,0,0,0,67,1,19
3,,99,0,0,0,0,3,0,7
36,,99,0,0,0,0,36,0,10
3,,100,0,0,0,0,3,0,8
16,,100,0,0,0,0,16,0,8
39,0.0,100,0,0,0,0,37,1,17
7,,100,0,0,0,0,7,0,20
4,,102,0,0,0,0,4,0,8
8,,102,0,0,0,0,8,0,16
5,,103,0,0,0,0,5,0,6
43,0.0,103,0,0,0,0,41,1,24
5,,103,0,0,0,0,5,0,25
43,0.0,104,0,0,0,0,39,2,11
6,,104,0,0,0,0,6,0,13
16,,104,0,0,0,0,16,0,17
19,,104,0,0,0,0,19,0,23
56,0.0,105,0,0,0,0,54,1,10
4,,105,0,0,0,0,4,0,25
10,,106,0,0,0,0,10,0,2
5,,106,0,0,0,0,5,0,12
3,,107,0,0,0,0,3,0,6
26,,107,0,0,0,0,26,0,10
7,,107,0,0,0,0,7,0,19
9,,108,0,0,0,0,9,0,6
2,,108,0,0,0,0,2,0,13
2,,109,0,0,0,0,2,0,6
2,,109,0,0,0,0,2,0,26
5,,110,0,0,0,0,5,0,8
2,,110,0,0,0,0,2,0,8
2,,110,0,0,0,0,2,0,11
2,,110,0,0,0,0,2,0,17
39,0.0,110,0,0,0,0,35,2,19
30,,110,0,0,0,0,30,0,26
4,,111,0,0,0,0,4,0,16
2,,112,0,0,0,0,2,0,9
8,,112,0,0,0,0,8,0,9
14,,112,0,0,0,0,14,0,9
13,,113,0,0,0,0,13,0,6
7,,113,0,0,0,0,7,0,8
5,,113,0,0,0,0,5,0,9
2,,113,0,0,0,0,2,0,19
10,,113,0,0,0,0,10,0,20
26,0.0,114,0,0,0,0,22,2,2
12,,114,0,0,0,0,12,0,15
2,,115,0,0,0,0,2,0,4
16,,115,0,0,0,0,16,0,5
70,0.0,115,0,0,0,0,62,4,12
6,,115,0,0,0,0,6,0,22
5,,115,0,0,0,0,5,0,23
13,,116,0,0,0,0,13,0,5
41,,116,0,0,0,0,41,0,11
6,,116,0,0,0,0,6,0,13
4,,116,0,0,0,0,4,0,26
3,,117,0,0,0,0,3,0,3
3,,117,0,0,0,0,3,0,6
28,,117,0,0,0,0,28,0,11
5,,118,0,0,0,0,5,0,19
9,,118,0,0,0,0,9,0,21
2,,118,0,0,0,0,2,0,23
12,,119,0,0,0,0,12,0,6
2,,119,0,0,0,0,2,0,9
6,,119,0,0,0,0,6,0,10
22,,119,0,0,0,0,22,0,15
19,,119,0,0,0,0,19,0,21
7,,119,0,0,0,0,7,0,21
35,,119,0,0,0,0,35,0,26
16,,120,0,0,0,0,16,0,13
10,,120,0,0,0,0,10,0,18
6,,120,0,0,0,0,6,0,23
16,,120,0,0,0,0,16,0,26
49,0.0,121,0,0,0,0,47,1,21
2,,122,0,0,0,0,2,0,8
2,,124,0,0,0,0,2,0,4
7,,124,0,0,0,0,7,0,8
23,0.0,124,0,0,0,0,17,3,12
2,,124,0,0,0,0,2,0,14
6,,125,0,0,0,0,6,0,2
9,,125,0,0,0,0,9,0,6
9,,125,0,0,0,0,9,0,6
3,,125,0,0,0,0,3,0,14
7,,126,0,0,0,0,7,0,6
4,,126,0,0,0,0,4,0,12
39,,126,0,0,0,0,39,0,14
26,,126,0,0,0,0,26,0,26
79,0.0,127,0,0,0,0,71,4,8
2,,127,0,0,0,0,2,0,10
32,0.0,128,0,0,0,0,30,1,1
2,,128,0,0,0,0,2,0,6
5,,128,0,0,0,0,5,0,18
13,,128,0,0,0,0,13,0,19
3,,129,0,0,0,0,3,0,10
26,,129,0,0,0,0,26,0,11
3,,129,0,0,0,0,3,0,15
34,,129,0,0,0,0,34,0,17
65,0.0,130,0,0,0,0,59,3,8
3,,130,0,0,0,0,3,0,9
2,,130,0,0,0,0,2,0,11
16,,130,0,0,0,0,16,0,13
7,,131,0,0,0,0,7,0,5
26,,131,0,0,0,0,26,0,6
2,,131,0,0,0,0,2,0,18
13,,132,0,0,0,0,13,0,3
7,,132,0,0,0,0,7,0,19
6,,132,0,0,0,0,6,0,23
15,,132,0,0,0,0,15,0,25
4,,132,0,0,0,0,4,0,25
12,,133,0,0,0,0,12,0,4
5,,133,0,0,0,0,5,0,8
20,,133,0,0,0,0,20,0,20
32,0.0,134,0,0,0,0,30,1,3
10,,134,0,0,0,0,10,0,8
8,,134,0,0,0,0,8,0,9
3,,134,0,0,0,0,3,0,9
7,,134,0,0,0,0,7,0,16
5,,134,0,0,0,0,5,0,26
33,,135,0,0,0,0,33,0,9
5,,135,0,0,0,0,5,0,12
8,,135,0,0,0,0,8,0,13
3,,135,0,0,0,0,3,0,25
61,,136,0,0,0,0,61,0,16
9,,136,0,0,0,0,9,0,17
2,,136,0,0,0,0,2,0,22
71,0.0,136,0,0,0,0,65,3,25
9,,136,0,0,0,0,9,0,26
4,,137,0,0,0,0,4,0,2
5,,137,0,0,0,0,5,0,13
2,,137,0,0,0,0,2,0,15
31,0.0,137,0,0,0,0,29,1,18
4,,137,0,0,0,0,4,0,19
42,0.0,137,0,0,0,0,40,1,25
11,,138,0,0,0,0,11,0,4
17,,138,0,0,0,0,17,0,17
5,,138,0,0,0,0,5,0,23
4,,139,0,0,0,0,4,0,8
8,,139,0,0,0,0,8,0,21
19,,140,0,0,0,0,19,0,5
17,,140,0,0,0,0,17,0,5
11,,140,0,0,0,0,11,0,10
18,0.0,140,0,0,0,0,16,1,12
7,,140,0,0,0,0,7,0,25
2,,141,0,0,0,0,2,0,3
5,,141,0,0,0,0,5,0,6
59,0.0,141,0,0,0,0,57,1,24
20,,142,0,0,0,0,20,0,2
6,,142,0,0,0,0,6,0,2
5,,142,0,0,0,0,5,0,15
7,,142,0,0,0,0,7,0,20
8,,142,0,0,0,0,8,0,20
6,,142,0,0,0,0,6,0,22
50,0.0,142,0,0,0,0,44,3,24
26,0.0,143,0,0,0,0,24,1,12
10,,143,0,0,0,0,10,0,15
3,,144,0,0,0,0,3,0,6
14,,144,0,0,0,0,14,0,14
25,,144,0,0,0,0,25,0,18
2,,144,0,0,0,0,2,0,21
4,,144,0,0,0,0,4,0,24
2,,145,0,0,0,0,2,0,8
33,0.0,145,0,0,0,0,31,1,15
29,0.0,145,0,0,0,0,27,1,16
33,,145,0,0,0,0,33,0,21
4,,145,0,0,0,0,4,0,21
4,0.0,145,0,0,0,0,2,1,23
13,,146,0,0,0,0,13,0,2
25,,146,0,0,0,0,25,0,3
19,,146,0,0,0,0,19,0,8
2,,146,0,0,0,0,2,0,19
46,0.0,146,0,0,0,0,44,1,20
12,,146,0,0,0,0,12,0,25
11,,147,0,0,0,0,11,0,7
2,,147,0,0,0,0,2,0,8
72,0.0,148,0,0,0,0,68,2,7
2,,148,0,0,0,0,2,0,7
8,,148,0,0,0,0,8,0,14
17,,148,0,0,0,0,17,0,15
2,,148,0,0,0,0,2,0,18
7,,149,0,0,0,0,7,0,9
11,,149,0,0,0,0,11,0,13
18,0.0,149,0,0,0,0,16,1,19
20,0.0,150,0,0,0,0,18,1,7
39,0.0,150,0,0,0,0,37,1,12
8,,151,0,0,0,0,8,0,6
5,,151,0,0,0,0,5,0,12
7,,151,0,0,0,0,7,0,17
7,,151,0,0,0,0,7,0,25
4,,152,0,0,0,0,4,0,1
43,0.0,152,0,0,0,0,41,1,4
35,0.0,152,0,0,0,0,33,1,9
2,,152,0,0,0,0,2,0,20
15,,152,0,0,0,0,15,0,20
16,,152,0,0,0,0,16,0,26
2,,153,0,0,0,0,2,0,13
23,,153,0,0,0,0,23,0,14
6,,153,0,0,0,0,6,0,22
19,,153,0,0,0,0,19,0,25
2,,153,0,0,0,0,2,0,26
2,,154,0,0,0,0,2,0,1
51,0.0,154,0,0,0,0,49,1,9
56,0.0,155,0,0,0,0,54,1,3
4,,155,0,0,0,0,4,0,21
5,,155,0,0,0,0,5,0,25
44,,156,0,0,0,0,44,0,1
14,,156,0,0,0,0,14,0,5
10,,156,0,0,0,0,10,0,14
63,0.0,156,0,0,0,0,61,1,15
2,,156,0,0,0,0,2,0,19
101,0.0,156,0,0,0,0,95,3,26
2,,157,0,0,0,0,2,0,1
2,,157,0,0,0,0,2,0,18
3,,158,0,0,0,0,3,0,9
27,,158,0,0,0,0,27,0,15
5,,158,0,0,0,0,5,0,16
29,,158,0,0,0,0,29,0,22
32,,159,0,0,0,0,32,0,5
5,,159,0,0,0,0,5,0,25
6,,160,0,0,0,0,6,0,16
42,,160,0,0,0,0,42,0,19
19,0.0,161,0,0,0,0,15,2,2
2,,162,0,0,0,0,2,0,8
55,0.0,162,0,0,0,0,53,1,18
76,0.0,162,0,0,0,0,70,3,22
2,,163,0,0,0,0,2,0,6
4,,163,0,0,0,0,4,0,8
15,,163,0,0,0,0,15,0,14
43,0.0,163,0,0,0,0,41,1,16
13,,163,0,0,0,0,13,0,22
10,0.0,163,0,0,0,0,8,1,25
3,,163,0,0,0,0,3,0,26
44,0.0,164,0,0,0,0,42,1,4
2,,164,0,0,0,0,2,0,4
84,0.0,164,0,0,0,0,80,2,17
3,,164,0,0,0,0,3,0,17
6,,164,0,0,0,0,6,0,19
5,,164,0,0,0,0,5,0,19
2,,164,0,0,0,0,2,0,22
14,,165,0,0,0,0,14,0,8
6,,165,0,0,0,0,6,0,22
2,,165,0,0,0,0,2,0,22
4,,165,0,0,0,0,4,0,26
15,,166,0,0,0,0,15,0,14
33,,166,0,0,0,0,33,0,18
5,,166,0,0,0,0,5,0,19
16,,167,0,0,0,0,16,0,1
3,,167,0,0,0,0,3,0,3
40,0.0,167,0,0,0,0,38,1,3
43,0.0,168,0,0,0,0,41,1,5
42,0.0,168,0,0,0,0,40,1,14
2,,168,0,0,0,0,2,0,15
13,,169,0,0,0,0,13,0,5
6,,169,0,0,0,0,6,0,12
4,,169,0,0,0,0,4,0,17
10,,169,0,0,0,0,10,0,18
14,,169,0,0,0,0,14,0,21
43,0.0,170,0,0,0,0,41,1,5
27,0.0,170,0,0,0,0,23,2,7
12,,170,0,0,0,0,12,0,9
3,,170,0,0,0,0,3,0,13
5,,170,0,0,0,0,5,0,16
6,,170,0,0,0,0,6,0,24
4,,171,0,0,0,0,4,0,3
7,,171,0,0,0,0,7,0,8
7,,171,0,0,0,0,7,0,20
3,,171,0,0,0,0,3,0,25
3,,172,0,0,0,0,3,0,6
2,,172,0,0,0,0,2,0,9
13,,172,0,0,0,0,13,0,13
13,,172,0,0,0,0,13,0,16
45,0.0,172,0,0,0,0,41,2,25
7,,173,0,0,0,0,7,0,8
3,,173,0,0,0,0,3,0,23
15,,174,0,0,0,0,15,0,4
30,0.0,174,0,0,0,0,28,1,5
8,,174,0,0,0,0,8,0,12
6,,174,0,0,0,0,6,0,12
41,0.0,174,0,0,0,0,39,1,21
37,0.0,175,0,0,0,0,35,1,13
9,,176,0,0,0,0,9,0,3
9,,176,0,0,0,0,9,0,20
94,0.0,176,0,0,0,0,84,5,23
21,0.0,176,0,0,0,0,19,1,25
26,0.0,177,0,0,0,0,24,1,5
42,0.0,177,0,0,0,0,36,3,9
5,,177,0,0,0,0,5,0,9
25,0.0,178,0,0,0,0,23,1,2
42,,178,0,0,0,0,42,0,3
27,,178,0,0,0,0,27,0,14
2,,178,0,0,0,0,2,0,21
25,0.0,178,0,0,0,0,23,1,26
16,,179,0,0,0,0,16,0,1
16,0.0,179,0,0,0,0,12,2,10
8,,179,0,0,0,0,8,0,14
60,0.0,179,0,0,0,0,56,2,19
7,,180,0,0,0,0,7,0,2
2,,180,0,0,0,0,2,0,2
8,,180,0,0,0,0,8,0,22
35,,180,0,0,0,0,35,0,26
75,0.0,181,0,0,0,0,73,1,5
2,,181,0,0,0,0,2,0,21
8,,182,0,0,0,0,8,0,10
9,,182,0,0,0,0,9,0,12
7,,182,0,0,0,0,7,0,23
19,,183,0,0,0,0,19,0,3
4,,183,0,0,0,0,4,0,13
3,,183,0,0,0,0,3,0,15
12,,183,0,0,0,0,12,0,16
31,0.0,183,0,0,0,0,29,1,22
19,,183,0,0,0,0,19,0,23
3,,183,0,0,0,0,3,0,24
6,,184,0,0,0,0,6,0,12
6,,184,0,0,0,0,6,0,12
16,,184,0,0,0,0,16,0,14
3,,184,0,0,0,0,3,0,21
3,,184,0,0,0,0,3,0,25
2,,185,0,0,0,0,2,0,10
18,,185,0,0,0,0,18,0,11
22,,185,0,0,0,0,22,0,15
77,0.0,185,0,0,0,0,69,4,20
6,,185,0,0,0,0,6,0,22
97,0.0,185,0,0,0,0,77,10,23
23,,186,0,0,0,0,23,0,8
8,,186,0,0,0,0,8,0,17
12,,186,0,0,0,0,12,0,25
9,,187,0,0,0,0,9,0,14
14,,187,0,0,0,0,14,0,15
58,0.0,187,0,0,0,0,56,1,16
28,,188,0,0,0,0,28,0,13
11,,188,0,0,0,0,11,0,15
4,,188,0,0,0,0,4,0,26
84,0.0,189,0,0,0,0,76,4,2
41,,189,0,0,0,0,41,0,8
2,,189,0,0,0,0,2,0,16
25,,190,0,0,0,0,25,0,2
12,,190,0,0,0,0,12,0,3
70,0.0,190,0,0,0,0,66,2,5
6,,190,0,0,0,0,6,0,5
7,,190,0,0,0,0,7,0,10
16,,190,0,0,0,0,16,0,25
48,0.0,191,0,0,0,0,44,2,4
5,,191,0,0,0,0,5,0,5
11,,191,0,0,0,0,11,0,8
8,,191,0,0,0,0,8,0,12
3,,191,0,0,0,0,3,0,15
7,,191,0,0,0,0,7,0,18
3,,191,0,0,0,0,3,0,19
3,,191,0,0,0,0,3,0,22
7,,191,0,0,0,0,7,0,25
4,,191,0,0,0,0,4,0,26
